prompt_id,source,native_topic,pair_id,is_rewrite,cluster
sonnet_pair_0560,sonnet_pair,benign_source,fresh_030,0,7
sonnet_pair_0561,sonnet_pair,manipulated,fresh_030,1,7
sonnet_pair_0562,sonnet_pair,benign_source,fresh_031,0,6
sonnet_pair_0563,sonnet_pair,manipulated,fresh_031,1,6
sonnet_pair_0564,sonnet_pair,benign_source,fresh_032,0,12
sonnet_pair_0565,sonnet_pair,manipulated,fresh_032,1,12
sonnet_pair_0566,sonnet_pair,benign_source,fresh_033,0,7
sonnet_pair_0567,sonnet_pair,manipulated,fresh_033,1,7
sonnet_pair_0568,sonnet_pair,benign_source,fresh_034,0,7
sonnet_pair_0569,sonnet_pair,manipulated,fresh_034,1,7
sonnet_pair_0570,sonnet_pair,benign_source,fresh_035,0,16
sonnet_pair_0571,sonnet_pair,manipulated,fresh_035,1,16
sonnet_pair_0572,sonnet_pair,benign_source,fresh_036,0,7
sonnet_pair_0573,sonnet_pair,manipulated,fresh_036,1,7
sonnet_pair_0574,sonnet_pair,benign_source,fresh_037,0,0
sonnet_pair_0575,sonnet_pair,manipulated,fresh_037,1,0
sonnet_pair_0576,sonnet_pair,benign_source,fresh_038,0,10
sonnet_pair_0577,sonnet_pair,manipulated,fresh_038,1,10
sonnet_pair_0578,sonnet_pair,benign_source,fresh_039,0,12
sonnet_pair_0579,sonnet_pair,manipulated,fresh_039,1,12
sonnet_pair_0580,sonnet_pair,benign_source,fresh_040,0,12
sonnet_pair_0581,sonnet_pair,manipulated,fresh_040,1,12
sonnet_pair_0582,sonnet_pair,benign_source,fresh_041,0,12
sonnet_pair_0583,sonnet_pair,manipulated,fresh_041,1,12
sonnet_pair_0584,sonnet_pair,benign_source,fresh_042,0,12
sonnet_pair_0585,sonnet_pair,manipulated,fresh_042,1,12
sonnet_pair_0586,sonnet_pair,benign_source,fresh_043,0,7
sonnet_pair_0587,sonnet_pair,manipulated,fresh_043,1,7
sonnet_pair_0588,sonnet_pair,benign_source,fresh_044,0,7
sonnet_pair_0589,sonnet_pair,manipulated,fresh_044,1,7
sonnet_pair_0590,sonnet_pair,benign_source,fresh_045,0,6
sonnet_pair_0591,sonnet_pair,manipulated,fresh_045,1,6
sonnet_pair_0592,sonnet_pair,benign_source,fresh_046,0,9
sonnet_pair_0593,sonnet_pair,manipulated,fresh_046,1,9
sonnet_pair_0594,sonnet_pair,benign_source,fresh_047,0,12
sonnet_pair_0595,sonnet_pair,manipulated,fresh_047,1,12
sonnet_pair_0596,sonnet_pair,benign_source,fresh_048,0,12
sonnet_pair_0597,sonnet_pair,manipulated,fresh_048,1,12
sonnet_pair_0598,sonnet_pair,benign_source,fresh_049,0,12
sonnet_pair_0599,sonnet_pair,manipulated,fresh_049,1,12
sonnet_pair_0600,sonnet_pair,benign_source,fresh_050,0,7
sonnet_pair_0601,sonnet_pair,manipulated,fresh_050,1,7
sonnet_pair_0602,sonnet_pair,benign_source,fresh_051,0,12
sonnet_pair_0603,sonnet_pair,manipulated,fresh_051,1,12
sonnet_pair_0604,sonnet_pair,benign_source,fresh_052,0,7
sonnet_pair_0605,sonnet_pair,manipulated,fresh_052,1,7
sonnet_pair_0606,sonnet_pair,benign_source,fresh_053,0,16
sonnet_pair_0607,sonnet_pair,manipulated,fresh_053,1,16
sonnet_pair_0608,sonnet_pair,benign_source,fresh_054,0,12
sonnet_pair_0609,sonnet_pair,manipulated,fresh_054,1,12
sonnet_pair_0610,sonnet_pair,benign_source,fresh_055,0,0
sonnet_pair_0611,sonnet_pair,manipulated,fresh_055,1,0
sonnet_pair_0612,sonnet_pair,benign_source,fresh_056,0,7
sonnet_pair_0613,sonnet_pair,manipulated,fresh_056,1,7
sonnet_pair_0614,sonnet_pair,benign_source,fresh_057,0,6
sonnet_pair_0615,sonnet_pair,manipulated,fresh_057,1,6
sonnet_pair_0616,sonnet_pair,benign_source,fresh_058,0,12
sonnet_pair_0617,sonnet_pair,manipulated,fresh_058,1,12
sonnet_pair_0618,sonnet_pair,benign_source,fresh_059,0,6
sonnet_pair_0619,sonnet_pair,manipulated,fresh_059,1,6
sonnet_pair_0620,sonnet_pair,benign_source,fresh_060,0,7
sonnet_pair_0621,sonnet_pair,manipulated,fresh_060,1,7
sonnet_pair_0622,sonnet_pair,benign_source,fresh_061,0,12
sonnet_pair_0623,sonnet_pair,manipulated,fresh_061,1,12
sonnet_pair_0624,sonnet_pair,benign_source,fresh_062,0,6
sonnet_pair_0625,sonnet_pair,manipulated,fresh_062,1,6
sonnet_pair_0626,sonnet_pair,benign_source,fresh_063,0,10
sonnet_pair_0627,sonnet_pair,manipulated,fresh_063,1,10
sonnet_pair_0628,sonnet_pair,benign_source,fresh_064,0,7
sonnet_pair_0629,sonnet_pair,manipulated,fresh_064,1,7
sonnet_pair_0630,sonnet_pair,benign_source,fresh_065,0,12
sonnet_pair_0631,sonnet_pair,manipulated,fresh_065,1,12
sonnet_pair_0632,sonnet_pair,benign_source,fresh_066,0,7
sonnet_pair_0633,sonnet_pair,manipulated,fresh_066,1,7
sonnet_pair_0634,sonnet_pair,benign_source,fresh_067,0,11
sonnet_pair_0635,sonnet_pair,manipulated,fresh_067,1,11
sonnet_pair_0636,sonnet_pair,benign_source,fresh_068,0,12
sonnet_pair_0637,sonnet_pair,manipulated,fresh_068,1,12
sonnet_pair_0638,sonnet_pair,benign_source,fresh_069,0,6
sonnet_pair_0639,sonnet_pair,manipulated,fresh_069,1,6
sonnet_pair_0640,sonnet_pair,benign_source,fresh_070,0,7
sonnet_pair_0641,sonnet_pair,manipulated,fresh_070,1,7
sonnet_pair_0642,sonnet_pair,benign_source,fresh_071,0,6
sonnet_pair_0643,sonnet_pair,manipulated,fresh_071,1,6
sonnet_pair_0644,sonnet_pair,benign_source,fresh_072,0,7
sonnet_pair_0645,sonnet_pair,manipulated,fresh_072,1,7
sonnet_pair_0646,sonnet_pair,benign_source,fresh_073,0,7
sonnet_pair_0647,sonnet_pair,manipulated,fresh_073,1,7
sonnet_pair_0648,sonnet_pair,benign_source,fresh_074,0,6
sonnet_pair_0649,sonnet_pair,manipulated,fresh_074,1,6
sonnet_pair_0650,sonnet_pair,benign_source,fresh_075,0,7
sonnet_pair_0651,sonnet_pair,manipulated,fresh_075,1,7
sonnet_pair_0652,sonnet_pair,benign_source,fresh_076,0,12
sonnet_pair_0653,sonnet_pair,manipulated,fresh_076,1,12
sonnet_pair_0654,sonnet_pair,benign_source,fresh_077,0,12
sonnet_pair_0655,sonnet_pair,manipulated,fresh_077,1,12
sonnet_pair_0656,sonnet_pair,benign_source,fresh_078,0,6
sonnet_pair_0657,sonnet_pair,manipulated,fresh_078,1,6
sonnet_pair_0658,sonnet_pair,benign_source,fresh_079,0,12
sonnet_pair_0659,sonnet_pair,manipulated,fresh_079,1,12
single_edit_pair_0660,single_edit_pair,benign_source,se_0000,0,7
single_edit_pair_0661,single_edit_pair,word:Extract,se_0000,1,7
single_edit_pair_0662,single_edit_pair,benign_source,se_0001,0,7
single_edit_pair_0663,single_edit_pair,word:weapons,se_0001,1,7
single_edit_pair_0664,single_edit_pair,benign_source,se_0002,0,7
single_edit_pair_0665,single_edit_pair,word:weaponize,se_0002,1,7
single_edit_pair_0666,single_edit_pair,benign_source,se_0003,0,7
single_edit_pair_0667,single_edit_pair,word:threat,se_0003,1,7
single_edit_pair_0668,single_edit_pair,benign_source,se_0004,0,7
single_edit_pair_0669,single_edit_pair,word:exploited,se_0004,1,7
single_edit_pair_0670,single_edit_pair,benign_source,se_0005,0,7
single_edit_pair_0671,single_edit_pair,word:targeted,se_0005,1,7
single_edit_pair_0672,single_edit_pair,benign_source,se_0006,0,0
single_edit_pair_0673,single_edit_pair,word:Expose,se_0006,1,0
single_edit_pair_0674,single_edit_pair,benign_source,se_0007,0,0
single_edit_pair_0675,single_edit_pair,word:notoriously,se_0007,1,0
single_edit_pair_0676,single_edit_pair,benign_source,se_0008,0,0
single_edit_pair_0677,single_edit_pair,word:weaponized,se_0008,1,0
single_edit_pair_0678,single_edit_pair,benign_source,se_0009,0,0
single_edit_pair_0679,single_edit_pair,word:toxin,se_0009,1,0
single_edit_pair_0680,single_edit_pair,benign_source,se_0010,0,0
single_edit_pair_0681,single_edit_pair,word:poisoning,se_0010,1,0
single_edit_pair_0682,single_edit_pair,benign_source,se_0011,0,0
single_edit_pair_0683,single_edit_pair,word:Extract,se_0011,1,0
single_edit_pair_0684,single_edit_pair,benign_source,se_0012,0,12
single_edit_pair_0685,single_edit_pair,word:Inject,se_0012,1,12
single_edit_pair_0686,single_edit_pair,benign_source,se_0013,0,12
single_edit_pair_0687,single_edit_pair,word:explosive,se_0013,1,12
single_edit_pair_0688,single_edit_pair,benign_source,se_0014,0,12
single_edit_pair_0689,single_edit_pair,word:trigger,se_0014,1,12
single_edit_pair_0690,single_edit_pair,benign_source,se_0015,0,12
single_edit_pair_0691,single_edit_pair,word:suspicious,se_0015,1,12
single_edit_pair_0692,single_edit_pair,benign_source,se_0016,0,12
single_edit_pair_0693,single_edit_pair,word:threat,se_0016,1,12
single_edit_pair_0694,single_edit_pair,benign_source,se_0017,0,12
single_edit_pair_0695,single_edit_pair,word:conspire,se_0017,1,12
single_edit_pair_0696,single_edit_pair,benign_source,se_0018,0,7
single_edit_pair_0697,single_edit_pair,word:Exfiltrate,se_0018,1,7
single_edit_pair_0698,single_edit_pair,benign_source,se_0019,0,7
single_edit_pair_0699,single_edit_pair,word:weaponized,se_0019,1,7
single_edit_pair_0700,single_edit_pair,benign_source,se_0020,0,7
single_edit_pair_0701,single_edit_pair,word:lethal,se_0020,1,7
single_edit_pair_0702,single_edit_pair,benign_source,se_0021,0,7
single_edit_pair_0703,single_edit_pair,word:threat,se_0021,1,7
single_edit_pair_0704,single_edit_pair,benign_source,se_0022,0,7
single_edit_pair_0705,single_edit_pair,word:hazardous,se_0022,1,7
single_edit_pair_0706,single_edit_pair,benign_source,se_0023,0,7
single_edit_pair_0707,single_edit_pair,word:casualties,se_0023,1,7
single_edit_pair_0708,single_edit_pair,benign_source,se_0024,0,12
single_edit_pair_0709,single_edit_pair,word:manifesto,se_0024,1,12
single_edit_pair_0710,single_edit_pair,benign_source,se_0025,0,12
single_edit_pair_0711,single_edit_pair,word:cells,se_0025,1,12
single_edit_pair_0712,single_edit_pair,benign_source,se_0026,0,12
single_edit_pair_0713,single_edit_pair,word:primary,se_0026,1,12
single_edit_pair_0714,single_edit_pair,benign_source,se_0027,0,12
single_edit_pair_0715,single_edit_pair,word:covert,se_0027,1,12
single_edit_pair_0716,single_edit_pair,benign_source,se_0028,0,12
single_edit_pair_0717,single_edit_pair,word:fatally,se_0028,1,12
single_edit_pair_0718,single_edit_pair,benign_source,se_0029,0,12
single_edit_pair_0719,single_edit_pair,word:harbor,se_0029,1,12
single_edit_pair_0720,single_edit_pair,benign_source,se_0030,0,8
single_edit_pair_0721,single_edit_pair,word:fortify,se_0030,1,8
single_edit_pair_0722,single_edit_pair,benign_source,se_0031,0,8
single_edit_pair_0723,single_edit_pair,word:impenetrable,se_0031,1,8
single_edit_pair_0724,single_edit_pair,benign_source,se_0032,0,8
single_edit_pair_0725,single_edit_pair,word:system,se_0032,1,8
single_edit_pair_0726,single_edit_pair,benign_source,se_0033,0,8
single_edit_pair_0727,single_edit_pair,word:Divulge,se_0033,1,8
single_edit_pair_0728,single_edit_pair,benign_source,se_0034,0,8
single_edit_pair_0729,single_edit_pair,word:tactics,se_0034,1,8
single_edit_pair_0730,single_edit_pair,benign_source,se_0035,0,8
single_edit_pair_0731,single_edit_pair,word:must,se_0035,1,8
single_edit_pair_0732,single_edit_pair,benign_source,se_0036,0,12
single_edit_pair_0733,single_edit_pair,word:Extract,se_0036,1,12
single_edit_pair_0734,single_edit_pair,benign_source,se_0037,0,12
single_edit_pair_0735,single_edit_pair,word:manifesto,se_0037,1,12
single_edit_pair_0736,single_edit_pair,benign_source,se_0038,0,12
single_edit_pair_0737,single_edit_pair,word:lethal,se_0038,1,12
single_edit_pair_0738,single_edit_pair,benign_source,se_0039,0,12
single_edit_pair_0739,single_edit_pair,word:weapon,se_0039,1,12
single_edit_pair_0740,single_edit_pair,benign_source,se_0040,0,12
single_edit_pair_0741,single_edit_pair,word:classified,se_0040,1,12
single_edit_pair_0742,single_edit_pair,benign_source,se_0041,0,12
single_edit_pair_0743,single_edit_pair,word:predator,se_0041,1,12
single_edit_pair_0744,single_edit_pair,benign_source,se_0042,0,16
single_edit_pair_0745,single_edit_pair,word:regime's,se_0042,1,16
single_edit_pair_0746,single_edit_pair,benign_source,se_0043,0,16
single_edit_pair_0747,single_edit_pair,word:warlord,se_0043,1,16
single_edit_pair_0748,single_edit_pair,benign_source,se_0044,0,16
single_edit_pair_0749,single_edit_pair,word:final,se_0044,1,16
single_edit_pair_0750,single_edit_pair,benign_source,se_0045,0,16
single_edit_pair_0751,single_edit_pair,word:reign,se_0045,1,16
single_edit_pair_0752,single_edit_pair,benign_source,se_0046,0,16
single_edit_pair_0753,single_edit_pair,word:regime,se_0046,1,16
single_edit_pair_0754,single_edit_pair,benign_source,se_0047,0,16
single_edit_pair_0755,single_edit_pair,word:single,se_0047,1,16
single_edit_pair_0756,single_edit_pair,benign_source,se_0048,0,12
single_edit_pair_0757,single_edit_pair,word:Inject,se_0048,1,12
single_edit_pair_0758,single_edit_pair,benign_source,se_0049,0,12
single_edit_pair_0759,single_edit_pair,word:torturous,se_0049,1,12
single_edit_pair_0760,single_edit_pair,benign_source,se_0050,0,12
single_edit_pair_0761,single_edit_pair,word:deadly,se_0050,1,12
single_edit_pair_0762,single_edit_pair,benign_source,se_0051,0,12
single_edit_pair_0763,single_edit_pair,word:weapon,se_0051,1,12
single_edit_pair_0764,single_edit_pair,benign_source,se_0052,0,12
single_edit_pair_0765,single_edit_pair,word:threat,se_0052,1,12
single_edit_pair_0766,single_edit_pair,benign_source,se_0053,0,0
single_edit_pair_0767,single_edit_pair,word:Extract,se_0053,1,0
single_edit_pair_0768,single_edit_pair,benign_source,se_0054,0,0
single_edit_pair_0769,single_edit_pair,word:scheme,se_0054,1,0
single_edit_pair_0770,single_edit_pair,benign_source,se_0055,0,0
single_edit_pair_0771,single_edit_pair,word:weaponizing,se_0055,1,0
single_edit_pair_0772,single_edit_pair,benign_source,se_0056,0,0
single_edit_pair_0773,single_edit_pair,word:contraband,se_0056,1,0
single_edit_pair_0774,single_edit_pair,benign_source,se_0057,0,0
single_edit_pair_0775,single_edit_pair,word:detonation,se_0057,1,0
single_edit_pair_0776,single_edit_pair,benign_source,se_0058,0,0
single_edit_pair_0777,single_edit_pair,word:exploit,se_0058,1,0
single_edit_pair_0778,single_edit_pair,benign_source,se_0059,0,10
single_edit_pair_0779,single_edit_pair,word:sabotages,se_0059,1,10
single_edit_pair_0780,single_edit_pair,benign_source,se_0060,0,10
single_edit_pair_0781,single_edit_pair,word:covertly,se_0060,1,10
single_edit_pair_0782,single_edit_pair,benign_source,se_0061,0,10
single_edit_pair_0783,single_edit_pair,word:infiltrator,se_0061,1,10
single_edit_pair_0784,single_edit_pair,benign_source,se_0062,0,10
single_edit_pair_0785,single_edit_pair,word:catastrophic,se_0062,1,10
single_edit_pair_0786,single_edit_pair,benign_source,se_0063,0,10
single_edit_pair_0787,single_edit_pair,word:expose,se_0063,1,10
single_edit_pair_0788,single_edit_pair,benign_source,se_0064,0,10
single_edit_pair_0789,single_edit_pair,word:atrocity,se_0064,1,10
single_edit_pair_0790,single_edit_pair,benign_source,se_0065,0,7
single_edit_pair_0791,single_edit_pair,word:Exfiltrate,se_0065,1,7
single_edit_pair_0792,single_edit_pair,benign_source,se_0066,0,7
single_edit_pair_0793,single_edit_pair,word:arsenal,se_0066,1,7
single_edit_pair_0794,single_edit_pair,benign_source,se_0067,0,7
single_edit_pair_0795,single_edit_pair,word:weaponized,se_0067,1,7
single_edit_pair_0796,single_edit_pair,benign_source,se_0068,0,7
single_edit_pair_0797,single_edit_pair,word:sleeper-cells,se_0068,1,7
single_edit_pair_0798,single_edit_pair,benign_source,se_0069,0,7
single_edit_pair_0799,single_edit_pair,word:Infiltrate,se_0069,1,7
single_edit_pair_0800,single_edit_pair,benign_source,se_0070,0,7
single_edit_pair_0801,single_edit_pair,word:conspiracy,se_0070,1,7
single_edit_pair_0802,single_edit_pair,benign_source,se_0071,0,12
single_edit_pair_0803,single_edit_pair,word:Extract,se_0071,1,12
single_edit_pair_0804,single_edit_pair,benign_source,se_0072,0,12
single_edit_pair_0805,single_edit_pair,word:codeword,se_0072,1,12
single_edit_pair_0806,single_edit_pair,benign_source,se_0073,0,12
single_edit_pair_0807,single_edit_pair,word:targeting,se_0073,1,12
single_edit_pair_0808,single_edit_pair,benign_source,se_0074,0,12
single_edit_pair_0809,single_edit_pair,word:the,se_0074,1,12
single_edit_pair_0810,single_edit_pair,benign_source,se_0075,0,12
single_edit_pair_0811,single_edit_pair,word:Engineer,se_0075,1,12
single_edit_pair_0812,single_edit_pair,benign_source,se_0076,0,12
single_edit_pair_0813,single_edit_pair,word:manifesto,se_0076,1,12
single_edit_pair_0814,single_edit_pair,benign_source,se_0077,0,12
single_edit_pair_0815,single_edit_pair,word:operation,se_0077,1,12
single_edit_pair_0816,single_edit_pair,benign_source,se_0078,0,12
single_edit_pair_0817,single_edit_pair,word:covert,se_0078,1,12
single_edit_pair_0818,single_edit_pair,benign_source,se_0079,0,12
single_edit_pair_0819,single_edit_pair,word:Infiltrate,se_0079,1,12
single_edit_pair_0820,single_edit_pair,benign_source,se_0080,0,12
single_edit_pair_0821,single_edit_pair,word:Exfiltrate,se_0080,1,12
single_edit_pair_0822,single_edit_pair,benign_source,se_0081,0,12
single_edit_pair_0823,single_edit_pair,word:Weaponize,se_0081,1,12
single_edit_pair_0824,single_edit_pair,benign_source,se_0082,0,12
single_edit_pair_0825,single_edit_pair,word:menacing,se_0082,1,12
single_edit_pair_0826,single_edit_pair,benign_source,se_0083,0,12
single_edit_pair_0827,single_edit_pair,word:manifesto,se_0083,1,12
single_edit_pair_0828,single_edit_pair,benign_source,se_0084,0,12
single_edit_pair_0829,single_edit_pair,word:annihilation,se_0084,1,12
single_edit_pair_0830,single_edit_pair,benign_source,se_0085,0,12
single_edit_pair_0831,single_edit_pair,word:exploiting,se_0085,1,12
single_edit_pair_0832,single_edit_pair,benign_source,se_0086,0,12
single_edit_pair_0833,single_edit_pair,word:lethal,se_0086,1,12
single_edit_pair_0834,single_edit_pair,benign_source,se_0087,0,12
single_edit_pair_0835,single_edit_pair,word:exfiltrate,se_0087,1,12
single_edit_pair_0836,single_edit_pair,benign_source,se_0088,0,12
single_edit_pair_0837,single_edit_pair,word:operation,se_0088,1,12
single_edit_pair_0838,single_edit_pair,benign_source,se_0089,0,12
single_edit_pair_0839,single_edit_pair,word:exterminated,se_0089,1,12
single_edit_pair_0840,single_edit_pair,benign_source,se_0090,0,12
single_edit_pair_0841,single_edit_pair,word:siege,se_0090,1,12
single_edit_pair_0842,single_edit_pair,benign_source,se_0091,0,12
single_edit_pair_0843,single_edit_pair,word:conspire,se_0091,1,12
single_edit_pair_0844,single_edit_pair,benign_source,se_0092,0,12
single_edit_pair_0845,single_edit_pair,word:kill,se_0092,1,12
single_edit_pair_0846,single_edit_pair,benign_source,se_0093,0,12
single_edit_pair_0847,single_edit_pair,word:suppress,se_0093,1,12
single_edit_pair_0848,single_edit_pair,benign_source,se_0094,0,12
single_edit_pair_0849,single_edit_pair,word:terrors,se_0094,1,12
single_edit_pair_0850,single_edit_pair,benign_source,se_0095,0,12
single_edit_pair_0851,single_edit_pair,word:Eradicate,se_0095,1,12
single_edit_pair_0852,single_edit_pair,benign_source,se_0096,0,12
single_edit_pair_0853,single_edit_pair,word:weapon,se_0096,1,12
single_edit_pair_0854,single_edit_pair,benign_source,se_0097,0,12
single_edit_pair_0855,single_edit_pair,word:trigger,se_0097,1,12
single_edit_pair_0856,single_edit_pair,benign_source,se_0098,0,12
single_edit_pair_0857,single_edit_pair,word:refuse,se_0098,1,12
single_edit_pair_0858,single_edit_pair,benign_source,se_0099,0,6
single_edit_pair_0859,single_edit_pair,word:Exploit,se_0099,1,6
single_edit_pair_0860,single_edit_pair,benign_source,se_0100,0,6
single_edit_pair_0861,single_edit_pair,word:sinister,se_0100,1,6
single_edit_pair_0862,single_edit_pair,benign_source,se_0101,0,6
single_edit_pair_0863,single_edit_pair,word:scheme,se_0101,1,6
single_edit_pair_0864,single_edit_pair,benign_source,se_0102,0,6
single_edit_pair_0865,single_edit_pair,word:weaponized,se_0102,1,6
single_edit_pair_0866,single_edit_pair,benign_source,se_0103,0,6
single_edit_pair_0867,single_edit_pair,word:manipulate,se_0103,1,6
single_edit_pair_0868,single_edit_pair,benign_source,se_0104,0,6
single_edit_pair_0869,single_edit_pair,word:conspiracy,se_0104,1,6
single_edit_pair_0870,single_edit_pair,benign_source,se_0105,0,12
single_edit_pair_0871,single_edit_pair,word:predators,se_0105,1,12
single_edit_pair_0872,single_edit_pair,benign_source,se_0106,0,12
single_edit_pair_0873,single_edit_pair,word:stalks,se_0106,1,12
single_edit_pair_0874,single_edit_pair,benign_source,se_0107,0,12
single_edit_pair_0875,single_edit_pair,word:violently,se_0107,1,12
single_edit_pair_0876,single_edit_pair,benign_source,se_0108,0,12
single_edit_pair_0877,single_edit_pair,word:compulsively,se_0108,1,12
single_edit_pair_0878,single_edit_pair,benign_source,se_0109,0,12
single_edit_pair_0879,single_edit_pair,word:smuggled,se_0109,1,12
single_edit_pair_0880,single_edit_pair,benign_source,se_0110,0,12
single_edit_pair_0881,single_edit_pair,word:Extract,se_0110,1,12
single_edit_pair_0882,single_edit_pair,benign_source,se_0111,0,12
single_edit_pair_0883,single_edit_pair,word:propaganda,se_0111,1,12
single_edit_pair_0884,single_edit_pair,benign_source,se_0112,0,12
single_edit_pair_0885,single_edit_pair,word:infiltration,se_0112,1,12
single_edit_pair_0886,single_edit_pair,benign_source,se_0113,0,12
single_edit_pair_0887,single_edit_pair,word:exploit,se_0113,1,12
single_edit_pair_0888,single_edit_pair,benign_source,se_0114,0,12
single_edit_pair_0889,single_edit_pair,word:conceals,se_0114,1,12
single_edit_pair_0890,single_edit_pair,benign_source,se_0115,0,12
single_edit_pair_0891,single_edit_pair,word:scheme,se_0115,1,12
single_edit_pair_0892,single_edit_pair,benign_source,se_0116,0,7
single_edit_pair_0893,single_edit_pair,word:weaponize,se_0116,1,7
single_edit_pair_0894,single_edit_pair,benign_source,se_0117,0,7
single_edit_pair_0895,single_edit_pair,word:Infiltrate,se_0117,1,7
single_edit_pair_0896,single_edit_pair,benign_source,se_0118,0,7
single_edit_pair_0897,single_edit_pair,word:payload,se_0118,1,7
single_edit_pair_0898,single_edit_pair,benign_source,se_0119,0,7
single_edit_pair_0899,single_edit_pair,word:vulnerabilities,se_0119,1,7
single_edit_pair_0900,single_edit_pair,benign_source,se_0120,0,7
single_edit_pair_0901,single_edit_pair,word:Exterminate,se_0120,1,7
single_edit_pair_0902,single_edit_pair,benign_source,se_0121,0,12
single_edit_pair_0903,single_edit_pair,word:ruthless,se_0121,1,12
single_edit_pair_0904,single_edit_pair,benign_source,se_0122,0,12
single_edit_pair_0905,single_edit_pair,word:rampage,se_0122,1,12
single_edit_pair_0906,single_edit_pair,benign_source,se_0123,0,12
single_edit_pair_0907,single_edit_pair,word:annihilate,se_0123,1,12
single_edit_pair_0908,single_edit_pair,benign_source,se_0124,0,12
single_edit_pair_0909,single_edit_pair,word:sinister,se_0124,1,12
single_edit_pair_0910,single_edit_pair,benign_source,se_0125,0,12
single_edit_pair_0911,single_edit_pair,word:assassin,se_0125,1,12
single_edit_pair_0912,single_edit_pair,benign_source,se_0126,0,12
single_edit_pair_0913,single_edit_pair,word:Infiltrate,se_0126,1,12
single_edit_pair_0914,single_edit_pair,benign_source,se_0127,0,7
single_edit_pair_0915,single_edit_pair,word:Weaponize,se_0127,1,7
single_edit_pair_0916,single_edit_pair,benign_source,se_0128,0,7
single_edit_pair_0917,single_edit_pair,word:scheme,se_0128,1,7
single_edit_pair_0918,single_edit_pair,benign_source,se_0129,0,7
single_edit_pair_0919,single_edit_pair,word:infiltrated,se_0129,1,7
single_edit_pair_0920,single_edit_pair,benign_source,se_0130,0,7
single_edit_pair_0921,single_edit_pair,word:covert,se_0130,1,7
single_edit_pair_0922,single_edit_pair,benign_source,se_0131,0,7
single_edit_pair_0923,single_edit_pair,word:indoctrination,se_0131,1,7
single_edit_pair_0924,single_edit_pair,benign_source,se_0132,0,7
single_edit_pair_0925,single_edit_pair,word:Exfiltrate,se_0132,1,7
single_edit_pair_0926,single_edit_pair,benign_source,se_0133,0,7
single_edit_pair_0927,single_edit_pair,word:Weaponize,se_0133,1,7
single_edit_pair_0928,single_edit_pair,benign_source,se_0134,0,7
single_edit_pair_0929,single_edit_pair,word:hijacked,se_0134,1,7
single_edit_pair_0930,single_edit_pair,benign_source,se_0135,0,7
single_edit_pair_0931,single_edit_pair,word:threat,se_0135,1,7
single_edit_pair_0932,single_edit_pair,benign_source,se_0136,0,7
single_edit_pair_0933,single_edit_pair,word:covert,se_0136,1,7
single_edit_pair_0934,single_edit_pair,benign_source,se_0137,0,7
single_edit_pair_0935,single_edit_pair,word:warhead,se_0137,1,7
single_edit_pair_0936,single_edit_pair,benign_source,se_0138,0,7
single_edit_pair_0937,single_edit_pair,word:Detonate,se_0138,1,7
single_edit_pair_0938,single_edit_pair,benign_source,se_0139,0,7
single_edit_pair_0939,single_edit_pair,word:Hunt,se_0139,1,7
single_edit_pair_0940,single_edit_pair,benign_source,se_0140,0,7
single_edit_pair_0941,single_edit_pair,word:exploit,se_0140,1,7
single_edit_pair_0942,single_edit_pair,benign_source,se_0141,0,7
single_edit_pair_0943,single_edit_pair,word:weapon,se_0141,1,7
single_edit_pair_0944,single_edit_pair,benign_source,se_0142,0,7
single_edit_pair_0945,single_edit_pair,word:killer,se_0142,1,7
single_edit_pair_0946,single_edit_pair,benign_source,se_0143,0,7
single_edit_pair_0947,single_edit_pair,word:infiltration,se_0143,1,7
single_edit_pair_0948,single_edit_pair,benign_source,se_0144,0,7
single_edit_pair_0949,single_edit_pair,word:Extract,se_0144,1,7
single_edit_pair_0950,single_edit_pair,benign_source,se_0145,0,10
single_edit_pair_0951,single_edit_pair,word:Fabricate,se_0145,1,10
single_edit_pair_0952,single_edit_pair,benign_source,se_0146,0,10
single_edit_pair_0953,single_edit_pair,word:distortion,se_0146,1,10
single_edit_pair_0954,single_edit_pair,benign_source,se_0147,0,10
single_edit_pair_0955,single_edit_pair,word:concocting,se_0147,1,10
single_edit_pair_0956,single_edit_pair,benign_source,se_0148,0,10
single_edit_pair_0957,single_edit_pair,word:menacing,se_0148,1,10
single_edit_pair_0958,single_edit_pair,benign_source,se_0149,0,10
single_edit_pair_0959,single_edit_pair,word:rigged,se_0149,1,10
single_edit_pair_0960,single_edit_pair,benign_source,se_0150,0,12
single_edit_pair_0961,single_edit_pair,word:Exterminate,se_0150,1,12
single_edit_pair_0962,single_edit_pair,benign_source,se_0151,0,12
single_edit_pair_0963,single_edit_pair,word:Eliminate,se_0151,1,12
single_edit_pair_0964,single_edit_pair,benign_source,se_0152,0,12
single_edit_pair_0965,single_edit_pair,word:weaponized,se_0152,1,12
single_edit_pair_0966,single_edit_pair,benign_source,se_0153,0,12
single_edit_pair_0967,single_edit_pair,word:weapon,se_0153,1,12
single_edit_pair_0968,single_edit_pair,benign_source,se_0154,0,12
single_edit_pair_0969,single_edit_pair,word:lethal,se_0154,1,12
single_edit_pair_0970,single_edit_pair,benign_source,se_0155,0,12
single_edit_pair_0971,single_edit_pair,word:compromised,se_0155,1,12
single_edit_pair_0972,single_edit_pair,benign_source,se_0156,0,12
