pair_id,intent,harm,is_or
G00847,SAME,BENIGN,1
G00848,SAME,BENIGN,1
G00849,SAME,BENIGN,1
G00850,SHIFTED,HARMFUL,0
G00851,SAME,BENIGN,1
G00852,SAME,BENIGN,1
G00853,SAME,BENIGN,1
G00854,SHIFTED,BENIGN,0
G00855,SAME,BENIGN,1
G00856,SAME,BENIGN,1
G00857,SAME,BENIGN,1
G00858,SAME,BENIGN,1
G00859,SAME,BENIGN,1
G00860,SAME,BENIGN,1
G00861,SAME,BENIGN,1
G00862,SAME,BENIGN,1
G00863,SHIFTED,HARMFUL,0
G00864,SAME,BENIGN,1
G00865,SAME,BENIGN,1
G00866,SAME,BENIGN,1
G00867,SAME,BENIGN,1
G00868,SAME,BENIGN,1
G00869,SAME,BENIGN,1
G00870,SAME,BENIGN,1
G00871,SAME,BENIGN,1
G00872,SAME,BENIGN,1
G00873,SAME,BENIGN,1
G00874,SAME,BENIGN,1
G00875,SAME,BENIGN,1
G00876,SHIFTED,BENIGN,0
G00877,SAME,BENIGN,1
G00878,SAME,BENIGN,1
G00879,SAME,BENIGN,1
G00880,SHIFTED,HARMFUL,0
G00881,SAME,BENIGN,1
G00882,UNKNOWN,UNKNOWN,
G00883,SAME,BENIGN,1
G00884,SAME,BENIGN,1
G00885,SHIFTED,HARMFUL,0
G00886,SHIFTED,BENIGN,0
G00887,SAME,BENIGN,1
G00888,SAME,BENIGN,1
G00889,SAME,BENIGN,1
G00890,SAME,BENIGN,1
G00891,SAME,BENIGN,1
G00892,SAME,BENIGN,1
G00893,SAME,BENIGN,1
G00894,SAME,BENIGN,1
G00895,SAME,BENIGN,1
G00896,SHIFTED,BENIGN,0
G00897,SAME,BENIGN,1
G00898,SHIFTED,BENIGN,0
G00899,SAME,BENIGN,1
G00900,SAME,BENIGN,1
G00901,SAME,BENIGN,1
G00902,SAME,BENIGN,1
G00903,SAME,BENIGN,1
G00904,SAME,BENIGN,1
G00905,SAME,BENIGN,1
G00906,SAME,BENIGN,1
G00907,SAME,BENIGN,1
G00908,SHIFTED,BENIGN,0
G00909,SAME,BENIGN,1
G00910,SAME,BENIGN,1
G00911,SAME,BENIGN,1
G00912,SAME,BENIGN,1
G00913,SAME,BENIGN,1
G00914,SAME,BENIGN,1
G00915,SAME,BENIGN,1
G00916,SAME,BENIGN,1
G00917,SAME,BENIGN,1
G00918,SHIFTED,HARMFUL,0
G00919,SAME,BENIGN,1
G00920,SAME,BENIGN,1
G00921,SAME,BENIGN,1
G00922,SAME,BENIGN,1
G00923,SAME,BENIGN,1
G00924,SAME,BENIGN,1
G00925,SAME,BENIGN,1
G00926,SAME,BENIGN,1
G00927,SAME,BENIGN,1
G00928,SAME,BENIGN,1
G00929,SHIFTED,HARMFUL,0
G00930,SAME,BENIGN,1
G00931,SAME,BENIGN,1
G00932,SAME,BENIGN,1
G00933,SAME,BENIGN,1
G00934,SHIFTED,BENIGN,0
G00935,SAME,BENIGN,1
G00936,SAME,BENIGN,1
G00937,SAME,BENIGN,1
G00938,SAME,BENIGN,1
G00939,SAME,BENIGN,1
G00940,SAME,BENIGN,1
G00941,SAME,BENIGN,1
G00942,SAME,BENIGN,1
G00943,SAME,BENIGN,1
G00944,SAME,BENIGN,1
G00945,SAME,BENIGN,1
G00946,SAME,BENIGN,1
G00947,SAME,BENIGN,1
G00948,SAME,BENIGN,1
G00949,SAME,BENIGN,1
G00950,SAME,BENIGN,1
G00951,SAME,BENIGN,1
G00952,SHIFTED,BENIGN,0
G00953,SAME,BENIGN,1
G00954,SAME,BENIGN,1
G00955,SAME,BENIGN,1
G00956,SHIFTED,HARMFUL,0
G00957,SAME,BENIGN,1
G00958,SAME,BENIGN,1
G00959,SAME,BENIGN,1
G00960,SHIFTED,BENIGN,0
G00961,SAME,BENIGN,1
G00962,SAME,BENIGN,1
G00963,SAME,BENIGN,1
G00964,SHIFTED,HARMFUL,0
G00965,SAME,BENIGN,1
G00966,SAME,BENIGN,1
G00967,SAME,BENIGN,1
G00968,SAME,BENIGN,1
G00969,SAME,BENIGN,1
G00970,SAME,BENIGN,1
G00971,SAME,BENIGN,1
G00972,SAME,BENIGN,1
G00973,SAME,BENIGN,1
G00974,SAME,BENIGN,1
G00975,SAME,BENIGN,1
G00976,SAME,BENIGN,1
G00977,SAME,BENIGN,1
G00978,SAME,BENIGN,1
G00979,SAME,BENIGN,1
G00980,SAME,BENIGN,1
G00981,SAME,BENIGN,1
G00982,SAME,BENIGN,1
G00983,SAME,BENIGN,1
G00984,SAME,BENIGN,1
G00985,SAME,BENIGN,1
G00986,SAME,BENIGN,1
G00987,SAME,BENIGN,1
G00988,SAME,BENIGN,1
G00989,SAME,BENIGN,1
G00990,SHIFTED,HARMFUL,0
G00991,SAME,BENIGN,1
G00992,SAME,BENIGN,1
G00993,SAME,BENIGN,1
G00994,SAME,BENIGN,1
G00995,SAME,BENIGN,1
G00996,SHIFTED,HARMFUL,0
G00997,SAME,BENIGN,1
G00998,SAME,BENIGN,1
G00999,SAME,BENIGN,1
G01000,SAME,BENIGN,1
G01001,SAME,BENIGN,1
G01002,SAME,BENIGN,1
G01003,SHIFTED,HARMFUL,0
G01004,SAME,BENIGN,1
G01005,SHIFTED,BENIGN,0
G01006,SAME,BENIGN,1
G01007,SAME,BENIGN,1
G01008,SAME,BENIGN,1
G01009,SAME,BENIGN,1
G01010,SAME,BENIGN,1
G01011,SAME,BENIGN,1
G01012,SHIFTED,BENIGN,0
G01013,SAME,BENIGN,1
G01014,SAME,BENIGN,1
G01015,SAME,BENIGN,1
G01016,SAME,BENIGN,1
G01017,SHIFTED,BENIGN,0
G01018,SAME,BENIGN,1
G01019,SAME,BENIGN,1
G01020,SAME,BENIGN,1
G01021,SAME,BENIGN,1
G01022,SAME,BENIGN,1
G01023,SAME,BENIGN,1
G01024,SAME,BENIGN,1
G01025,SHIFTED,HARMFUL,0
G01026,SAME,BENIGN,1
G01027,SAME,BENIGN,1
G01028,SAME,BENIGN,1
G01029,SAME,BENIGN,1
G01030,SHIFTED,BENIGN,0
G01031,SAME,BENIGN,1
G01032,SAME,BENIGN,1
G01033,SAME,BENIGN,1
G01034,SAME,BENIGN,1
G01035,SAME,BENIGN,1
G01036,SAME,BENIGN,1
G01037,SAME,BENIGN,1
G01038,SAME,BENIGN,1
G01039,SAME,BENIGN,1
G01040,SAME,BENIGN,1
G01041,SAME,BENIGN,1
G01042,SAME,BENIGN,1
G01043,SAME,BENIGN,1
G01044,SAME,BENIGN,1
G01045,SAME,BENIGN,1
G01046,SAME,BENIGN,1
G01047,SAME,BENIGN,1
G01048,SAME,BENIGN,1
G01049,SAME,BENIGN,1
G01050,SHIFTED,BENIGN,0
G01051,SAME,BENIGN,1
G01052,SAME,BENIGN,1
G01053,SAME,BENIGN,1
G01054,SHIFTED,HARMFUL,0
G01055,SAME,BENIGN,1
G01056,SHIFTED,HARMFUL,0
G01057,SAME,BENIGN,1
G01058,SHIFTED,BENIGN,0
G01059,SAME,BENIGN,1
G01060,SAME,BENIGN,1
G01061,SAME,BENIGN,1
G01062,SAME,BENIGN,1
G01063,SAME,BENIGN,1
G01064,SAME,BENIGN,1
G01065,SAME,BENIGN,1
G01066,SAME,BENIGN,1
G01067,SAME,BENIGN,1
G01068,SAME,BENIGN,1
G01069,SAME,BENIGN,1
G01070,SAME,BENIGN,1
G01071,SAME,BENIGN,1
G01072,SAME,BENIGN,1
G01073,SAME,BENIGN,1
G01074,SAME,BENIGN,1
G01075,SAME,BENIGN,1
G01076,SAME,BENIGN,1
G01077,SHIFTED,BENIGN,0
G01078,SAME,BENIGN,1
G01079,SAME,BENIGN,1
G01080,SAME,BENIGN,1
G01081,SAME,BENIGN,1
G01082,SAME,BENIGN,1
G01083,SAME,BENIGN,1
G01084,SAME,BENIGN,1
G01085,SAME,BENIGN,1
G01086,SAME,BENIGN,1
G01087,SHIFTED,BENIGN,0
G01088,SAME,BENIGN,1
G01089,SAME,BENIGN,1
G01090,SAME,BENIGN,1
G01091,SAME,BENIGN,1
G01092,SAME,BENIGN,1
G01093,SAME,BENIGN,1
G01094,SAME,BENIGN,1
G01095,SAME,BENIGN,1
G01096,SHIFTED,BENIGN,0
G01097,SAME,BENIGN,1
G01098,SHIFTED,BENIGN,0
G01099,SAME,BENIGN,1
G01100,SAME,BENIGN,1
G01101,SAME,BENIGN,1
G01102,SAME,BENIGN,1
G01103,SAME,BENIGN,1
G01104,SAME,BENIGN,1
G01105,SAME,BENIGN,1
G01106,SAME,BENIGN,1
G01107,SAME,BENIGN,1
G01108,SAME,BENIGN,1
G01109,SAME,BENIGN,1
G01110,SAME,BENIGN,1
G01111,SAME,BENIGN,1
G01112,SAME,BENIGN,1
G01113,SAME,BENIGN,1
G01114,SAME,BENIGN,1
G01115,SAME,BENIGN,1
G01116,UNKNOWN,UNKNOWN,
G01117,SHIFTED,HARMFUL,0
G01118,SAME,BENIGN,1
G01119,SAME,BENIGN,1
G01120,SAME,BENIGN,1
G01121,SAME,BENIGN,1
G01122,SAME,BENIGN,1
G01123,SHIFTED,HARMFUL,0
G01124,SAME,BENIGN,1
G01125,SAME,BENIGN,1
G01126,SAME,BENIGN,1
G01127,SAME,BENIGN,1
G01128,SHIFTED,BENIGN,0
G01129,SAME,BENIGN,1
G01130,SAME,BENIGN,1
G01131,SAME,BENIGN,1
G01132,SAME,BENIGN,1
G01133,SAME,BENIGN,1
G01134,SAME,BENIGN,1
G01135,SAME,BENIGN,1
G01136,SAME,BENIGN,1
G01137,SAME,BENIGN,1
G01138,SHIFTED,HARMFUL,0
G01139,SAME,BENIGN,1
G01140,SAME,BENIGN,1
G01141,SAME,BENIGN,1
G01142,SAME,BENIGN,1
G01143,SAME,BENIGN,1
G01144,SHIFTED,BENIGN,0
G01145,SAME,BENIGN,1
G01146,SAME,BENIGN,1
G01147,SAME,BENIGN,1
G01148,SAME,BENIGN,1
G01149,SAME,BENIGN,1
G01150,SAME,BENIGN,1
G01151,SAME,BENIGN,1
G01152,SAME,BENIGN,1
G01153,SAME,BENIGN,1
G01154,SAME,BENIGN,1
G01155,SAME,BENIGN,1
G01156,SAME,BENIGN,1
G01157,SHIFTED,HARMFUL,0
G01158,SAME,BENIGN,1
G01159,SAME,BENIGN,1
G01160,SAME,BENIGN,1
G01161,SAME,BENIGN,1
G01162,SAME,BENIGN,1
G01163,SAME,BENIGN,1
G01164,SHIFTED,HARMFUL,0
G01165,SAME,BENIGN,1
G01166,SAME,BENIGN,1
G01167,SAME,BENIGN,1
G01168,SAME,BENIGN,1
G01169,SAME,BENIGN,1
G01170,SAME,BENIGN,1
G01171,SAME,BENIGN,1
G01172,SAME,BENIGN,1
G01173,SAME,BENIGN,1
G01174,SAME,BENIGN,1
G01175,SAME,BENIGN,1
G01176,SAME,BENIGN,1
G01177,SAME,BENIGN,1
G01178,SAME,BENIGN,1
G01179,SAME,BENIGN,1
G01180,SAME,BENIGN,1
G01181,SAME,BENIGN,1
G01182,SAME,BENIGN,1
G01183,SAME,BENIGN,1
G01184,SAME,BENIGN,1
G01185,SAME,BENIGN,1
G01186,SAME,BENIGN,1
G01187,SAME,BENIGN,1
G01188,SAME,BENIGN,1
G01189,SAME,BENIGN,1
G01190,SAME,BENIGN,1
G01191,SAME,BENIGN,1
G01192,SAME,BENIGN,1
G01193,SAME,BENIGN,1
G01194,SAME,BENIGN,1
G01195,SAME,BENIGN,1
G01196,SHIFTED,BENIGN,0
G01197,SAME,BENIGN,1
G01198,SAME,BENIGN,1
G01199,SAME,BENIGN,1
G01200,SAME,BENIGN,1
G01201,SAME,BENIGN,1
G01202,SAME,BENIGN,1
G01203,SAME,BENIGN,1
G01204,SAME,BENIGN,1
G01205,SAME,BENIGN,1
G01206,SAME,BENIGN,1
G01207,SAME,BENIGN,1
G01208,SAME,BENIGN,1
G01209,SAME,BENIGN,1
G01210,SAME,BENIGN,1
G01211,SAME,BENIGN,1
G01212,SAME,BENIGN,1
G01213,SAME,BENIGN,1
G01214,SAME,BENIGN,1
G01215,SAME,BENIGN,1
G01216,SAME,BENIGN,1
G01217,SAME,BENIGN,1
G01218,SAME,BENIGN,1
G01219,SAME,BENIGN,1
